income,age,loan_amount,credit_history,approved
2771.6594404445423,35,4318,1,1
5400.575398803889,23,9858,1,1
6334.446193435156,43,7689,2,0
5123.425983913136,53,3176,1,1
6598.220562598027,49,4743,1,1
4224.067324849442,37,9792,2,1
7114.021160278369,38,5422,2,1
8448.347185428876,50,4824,2,1
4455.742159340512,38,3451,1,1
4331.746217898843,38,1628,1,1
7180.076715676551,41,8778,2,1
7369.358218596069,43,4696,2,0
4215.709959270098,31,4674,2,1
4369.719774356214,49,4929,1,0
4577.323086709239,57,3765,1,1
2983.3242334485844,50,5369,0,1
3622.022080273703,55,9307,1,1
3493.7888498718985,38,5956,1,1
3848.3036523438072,55,1692,1,0
4947.972668919828,49,4162,2,0
5351.3220988047815,52,2105,1,1
7325.7507392211155,37,4008,2,0
3502.4689388918137,47,3161,0,1
6476.483597714876,30,9345,0,1
4679.016733661737,52,4699,2,0
4925.804435521351,36,4786,2,0
6012.229238249905,25,5200,2,1
3315.916967656552,23,2913,1,1
5573.614619276076,39,6520,0,0
5249.678312319584,46,2772,2,1
5738.676896012224,34,3780,1,0
5433.752965861727,25,8423,0,1
8682.950209866342,33,3871,1,1
4043.390023623026,30,1660,0,0
4203.5045674972735,58,7242,1,0
4065.2892103628537,28,2132,0,0
4166.784321259618,45,1699,0,1
4043.919309040223,35,8470,1,1
6783.524796661328,24,7297,2,1
7130.756371984782,29,8812,0,1
4143.880559375785,22,5557,2,0
3751.4666403436568,32,3179,1,1
5707.123334579606,49,9275,2,1
4171.665433578543,25,2422,2,1
5949.397726633266,36,4180,2,0
5304.38453127695,38,5316,2,1
2726.383827504152,54,7696,2,1
7321.257801995092,45,1614,0,0
7693.816509643282,24,5570,0,1
4080.8169642734206,48,1270,0,1
4418.447660096024,56,3468,1,0
5428.798086087358,39,4607,2,1
5501.685184980537,40,4075,0,1
5987.816409009246,29,1289,1,1
8015.306808149524,24,9120,0,0
4734.579158758926,55,7614,0,1
3802.55413319232,25,4252,2,1
2931.021157978209,45,8415,1,0
3903.6049400871216,23,7771,2,0
4950.309540689304,58,1278,2,1
7691.836795276682,58,1580,0,1
4223.583051445743,54,5958,2,1
5335.681927458348,20,9445,1,1
4975.365655890872,43,5276,2,0
6782.589910172126,55,8997,2,1
8790.398638810433,25,5776,2,0
4203.696840619519,50,1824,0,0
4265.840836222666,39,4832,1,1
6566.241315603608,43,9891,0,1
6022.837234439468,44,6445,0,0
7770.06098860405,55,2380,0,0
5875.892277988946,40,7534,0,1
4461.061863819411,49,4156,0,0
5885.982246038464,43,5307,1,1
6663.055370874362,49,6634,2,1
6230.723271796046,41,9575,0,0
5760.911046660946,47,6810,0,0
6600.012034383731,26,9533,1,1
6753.943385668509,54,6934,1,0
7073.238486556291,47,4109,2,1
5973.064831384464,33,5082,1,1
4749.322879524719,29,4240,2,1
5220.070529649985,35,7028,0,0
6809.763449762535,35,2849,0,1
3774.596493519146,50,9497,2,1
5553.009963309351,44,3749,1,1
4409.991781508959,32,7680,2,1
5043.117234402226,25,1205,1,1
6917.677793910948,28,8352,0,1
5286.648602029855,55,5591,1,1
5069.654822234224,39,4450,2,1
2960.215788530121,37,8214,2,1
6119.380349040831,40,4811,0,1
5968.226271711613,23,6141,1,1
8244.88208495819,52,9501,1,0
4538.332647570499,46,3708,1,1
5328.7254914959085,26,2991,0,1
5374.075525566133,25,9463,1,1
7366.179919645212,34,4273,2,0
4857.056701419572,37,5538,1,1
5418.532288655509,51,9712,0,0
5911.844764574809,30,4722,1,1
5279.913684734537,39,4551,1,1
4330.349578174208,43,3832,2,0
5291.134989347462,34,6679,1,1
6610.447624789658,26,7579,2,0
3460.22705088341,40,1152,2,0
5199.454511220314,45,6754,0,1
3949.81877759124,33,3800,2,1
6792.569943387263,56,6310,2,1
2715.219642824338,40,3610,0,1
4161.617229092618,37,2104,2,0
5565.817812596782,24,8361,0,0
7348.286043851511,22,5199,1,1
4901.374608390518,42,4854,0,0
4167.200709960202,45,8263,2,0
7821.735604160885,56,2914,0,1
2827.979149375634,43,8365,2,0
1701.7910650698773,38,4072,1,0
5660.021675079998,44,1406,0,1
4246.918663471083,40,1166,1,0
3468.15077430393,31,1508,2,1
6062.5346709490295,52,2661,2,0
5365.701070656798,23,4664,1,1
4153.882053894908,26,4489,0,0
3079.5434019936583,41,1680,0,0
6308.685992420217,52,3524,2,1
5975.301766937992,36,3120,1,1
4851.236204330926,43,6260,1,1
7769.955494071499,53,5357,0,1
3394.872850510771,47,2363,0,0
2711.712243612892,58,3292,0,0
3962.1378951781335,41,2538,1,0
4931.620975466753,36,4408,0,1
5365.009173984038,53,8742,0,0
4638.145913215505,25,9752,2,0
5528.083094771445,25,2903,0,1
3122.6908637143342,53,1174,0,1
7165.646906109889,20,3230,1,0
4876.773232411147,29,5287,1,1
6675.943747382192,40,5160,2,0
5514.088019566556,24,8106,0,0
5685.129828730676,21,4171,2,1
5854.650920348306,41,2567,1,0
5671.562840025972,21,2151,2,1
5964.084139801316,29,8619,1,1
6993.728795198647,53,7033,2,0
5294.781754552205,35,9560,2,0
6063.505636382768,58,5946,0,0
4865.39645856916,41,9234,2,1
7160.17582317421,31,2907,0,0
3985.411546911096,43,4490,0,1
7701.410649366224,59,3535,0,1
4939.763074033485,57,5173,0,0
2853.837346822928,29,2293,2,1
5192.156622366184,54,5769,1,0
3978.422513787679,51,5796,1,0
6260.965323483086,26,7871,1,0
4021.0640310464137,40,3972,2,0
4330.72485017783,39,4922,0,0
2165.6889035817035,45,5997,1,0
4321.540521126385,23,8032,2,0
1364.181010056565,41,1992,0,1
2624.145764771415,34,9112,1,0
6140.621984216446,59,6287,0,1
6178.700237976248,40,3240,1,1
5638.186342677447,34,2476,1,1
3549.5357853061805,41,7426,1,0
4928.43296578703,47,1389,0,1
4994.596191364148,33,1999,2,1
3262.452966211186,46,2855,0,0
7255.097452650725,59,9125,1,0
6316.043435863507,47,9850,0,1
4668.553739255504,45,3763,2,0
5040.328758491796,21,4663,0,0
5312.574211921329,44,5986,2,0
1937.397697363564,22,2481,2,0
4629.233926219104,27,8256,0,1
3977.0236280033023,52,4731,1,0
3497.5699851576264,54,8262,2,0
4578.349560671068,25,1451,0,0
7696.529790274284,58,4093,2,1
5961.264291900515,42,1882,1,1
4143.231515325805,44,5408,0,0
5858.874172034238,38,5068,0,0
